data.id	seg.size	status	RMS
c0_xy	126	0	0.256573
c0_xy	153	1	-1
c0_xy	285	1	-1
c0_xy	163	1	-1
c0_xy	223	1	-1
c0_xy	155	1	-1
c0_xy	163	1	-1
c0_xy	312	1	-1
c0_xy	236	1	-1
c0_xy	326	1	-1
c0_xy	185	1	-1
c0_xy	230	1	-1
c0_xy	184	1	-1
c0_xy	321	1	-1
c0_xy	161	1	-1
c0_xy	170	1	-1
